Timestep,StratumID,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
2084,Klamath Mountains,Drought: High Severity [Type],1.175299865,Normal,Iteration and Timestep,0.587649933,NA,NA
2084,Northern Basin and Range,Drought: High Severity [Type],0.206020731,Normal,Iteration and Timestep,0.103010366,NA,NA
2084,Sonoran Basin and Range,Drought: High Severity [Type],0.0024564,Normal,Iteration and Timestep,0.0012282,NA,NA
2085,Coast Range,Drought: High Severity [Type],2.094493825,Normal,Iteration and Timestep,1.047246912,NA,NA
2085,Cascades,Drought: High Severity [Type],0.087522898,Normal,Iteration and Timestep,0.043761449,NA,NA
2085,Sierra Nevada,Drought: High Severity [Type],8.730608258,Normal,Iteration and Timestep,4.365304129,NA,NA
2085,California Chaparral and Oak Woodlands,Drought: High Severity [Type],11.33508035,Normal,Iteration and Timestep,5.667540174,NA,NA
2085,Central California Valley,Drought: High Severity [Type],0.093100931,Normal,Iteration and Timestep,0.046550465,NA,NA
2085,Southern California Mountains,Drought: High Severity [Type],9.190392205,Normal,Iteration and Timestep,4.595196102,NA,NA
2085,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],0.698088726,Normal,Iteration and Timestep,0.349044363,NA,NA
2085,Central Basin and Range,Drought: High Severity [Type],4.791243011,Normal,Iteration and Timestep,2.395621506,NA,NA
2085,Mojave Basin and Range,Drought: High Severity [Type],6.174093992,Normal,Iteration and Timestep,3.087046996,NA,NA
2085,Klamath Mountains,Drought: High Severity [Type],2.540124389,Normal,Iteration and Timestep,1.270062195,NA,NA
2085,Northern Basin and Range,Drought: High Severity [Type],0.165573359,Normal,Iteration and Timestep,0.08278668,NA,NA
2085,Sonoran Basin and Range,Drought: High Severity [Type],0.161343084,Normal,Iteration and Timestep,0.080671542,NA,NA
2086,Coast Range,Drought: High Severity [Type],2.729343752,Normal,Iteration and Timestep,1.364671876,NA,NA
2086,Cascades,Drought: High Severity [Type],0.057746119,Normal,Iteration and Timestep,0.02887306,NA,NA
2086,Sierra Nevada,Drought: High Severity [Type],3.262269738,Normal,Iteration and Timestep,1.631134869,NA,NA
2086,California Chaparral and Oak Woodlands,Drought: High Severity [Type],5.875815731,Normal,Iteration and Timestep,2.937907866,NA,NA
2086,Central California Valley,Drought: High Severity [Type],0.050014923,Normal,Iteration and Timestep,0.025007462,NA,NA
2086,Southern California Mountains,Drought: High Severity [Type],3.48421282,Normal,Iteration and Timestep,1.74210641,NA,NA
2086,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],0.298537306,Normal,Iteration and Timestep,0.149268653,NA,NA
2086,Central Basin and Range,Drought: High Severity [Type],1.01003736,Normal,Iteration and Timestep,0.50501868,NA,NA
2086,Mojave Basin and Range,Drought: High Severity [Type],3.929670773,Normal,Iteration and Timestep,1.964835386,NA,NA
2086,Klamath Mountains,Drought: High Severity [Type],3.143166953,Normal,Iteration and Timestep,1.571583476,NA,NA
2086,Northern Basin and Range,Drought: High Severity [Type],0.040910154,Normal,Iteration and Timestep,0.020455077,NA,NA
2086,Sonoran Basin and Range,Drought: High Severity [Type],0.357527787,Normal,Iteration and Timestep,0.178763893,NA,NA
2087,Coast Range,Drought: High Severity [Type],1.615463733,Normal,Iteration and Timestep,0.807731866,NA,NA
2087,Cascades,Drought: High Severity [Type],0.039985473,Normal,Iteration and Timestep,0.019992736,NA,NA
2087,Sierra Nevada,Drought: High Severity [Type],3.19766284,Normal,Iteration and Timestep,1.59883142,NA,NA
2087,California Chaparral and Oak Woodlands,Drought: High Severity [Type],9.45167434,Normal,Iteration and Timestep,4.72583717,NA,NA
2087,Central California Valley,Drought: High Severity [Type],0.058577832,Normal,Iteration and Timestep,0.029288916,NA,NA
2087,Southern California Mountains,Drought: High Severity [Type],8.278053789,Normal,Iteration and Timestep,4.139026894,NA,NA
2087,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],0.173893578,Normal,Iteration and Timestep,0.086946789,NA,NA
2087,Central Basin and Range,Drought: High Severity [Type],1.916298528,Normal,Iteration and Timestep,0.958149264,NA,NA
2087,Mojave Basin and Range,Drought: High Severity [Type],5.646936249,Normal,Iteration and Timestep,2.823468125,NA,NA
2087,Klamath Mountains,Drought: High Severity [Type],1.907675503,Normal,Iteration and Timestep,0.953837752,NA,NA
2087,Northern Basin and Range,Drought: High Severity [Type],0.023538634,Normal,Iteration and Timestep,0.011769317,NA,NA
2087,Sonoran Basin and Range,Drought: High Severity [Type],1.5557148,Normal,Iteration and Timestep,0.7778574,NA,NA
2088,Coast Range,Drought: High Severity [Type],0.544608156,Normal,Iteration and Timestep,0.272304078,NA,NA
2088,Cascades,Drought: High Severity [Type],0.045141843,Normal,Iteration and Timestep,0.022570921,NA,NA
2088,Sierra Nevada,Drought: High Severity [Type],2.931258236,Normal,Iteration and Timestep,1.465629118,NA,NA
2088,California Chaparral and Oak Woodlands,Drought: High Severity [Type],1.769104336,Normal,Iteration and Timestep,0.884552168,NA,NA
2088,Central California Valley,Drought: High Severity [Type],0.016168036,Normal,Iteration and Timestep,0.008084018,NA,NA
2088,Southern California Mountains,Drought: High Severity [Type],0.579974083,Normal,Iteration and Timestep,0.289987041,NA,NA
2088,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],0.177770138,Normal,Iteration and Timestep,0.088885069,NA,NA
2088,Central Basin and Range,Drought: High Severity [Type],1.414233138,Normal,Iteration and Timestep,0.707116569,NA,NA
2088,Mojave Basin and Range,Drought: High Severity [Type],0.461440245,Normal,Iteration and Timestep,0.230720122,NA,NA
2088,Klamath Mountains,Drought: High Severity [Type],0.96251008,Normal,Iteration and Timestep,0.48125504,NA,NA
2088,Northern Basin and Range,Drought: High Severity [Type],0.077791673,Normal,Iteration and Timestep,0.038895836,NA,NA
2088,Sonoran Basin and Range,Drought: High Severity [Type],0.216802117,Normal,Iteration and Timestep,0.108401059,NA,NA
2089,Coast Range,Drought: High Severity [Type],0.443116282,Normal,Iteration and Timestep,0.221558141,NA,NA
2089,Cascades,Drought: High Severity [Type],0.051795586,Normal,Iteration and Timestep,0.025897793,NA,NA
2089,Sierra Nevada,Drought: High Severity [Type],5.334289951,Normal,Iteration and Timestep,2.667144976,NA,NA
2089,California Chaparral and Oak Woodlands,Drought: High Severity [Type],2.629129595,Normal,Iteration and Timestep,1.314564798,NA,NA
2089,Central California Valley,Drought: High Severity [Type],0.023346506,Normal,Iteration and Timestep,0.011673253,NA,NA
2089,Southern California Mountains,Drought: High Severity [Type],1.172030254,Normal,Iteration and Timestep,0.586015127,NA,NA
2089,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],0.274968201,Normal,Iteration and Timestep,0.1374841,NA,NA
2089,Central Basin and Range,Drought: High Severity [Type],1.35490578,Normal,Iteration and Timestep,0.67745289,NA,NA
2089,Mojave Basin and Range,Drought: High Severity [Type],0.866193461,Normal,Iteration and Timestep,0.433096731,NA,NA
2089,Klamath Mountains,Drought: High Severity [Type],0.828811239,Normal,Iteration and Timestep,0.41440562,NA,NA
2089,Northern Basin and Range,Drought: High Severity [Type],0.061659489,Normal,Iteration and Timestep,0.030829745,NA,NA
2089,Sonoran Basin and Range,Drought: High Severity [Type],0.358463369,Normal,Iteration and Timestep,0.179231685,NA,NA
2090,Coast Range,Drought: High Severity [Type],0.62957189,Normal,Iteration and Timestep,0.314785945,NA,NA
2090,Cascades,Drought: High Severity [Type],0.168572901,Normal,Iteration and Timestep,0.08428645,NA,NA
2090,Sierra Nevada,Drought: High Severity [Type],5.51891924,Normal,Iteration and Timestep,2.75945962,NA,NA
2090,California Chaparral and Oak Woodlands,Drought: High Severity [Type],1.728759476,Normal,Iteration and Timestep,0.864379738,NA,NA
2090,Central California Valley,Drought: High Severity [Type],0.01897822,Normal,Iteration and Timestep,0.00948911,NA,NA
2090,Southern California Mountains,Drought: High Severity [Type],0.528446703,Normal,Iteration and Timestep,0.264223351,NA,NA
2090,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],0.70754258,Normal,Iteration and Timestep,0.35377129,NA,NA
2090,Central Basin and Range,Drought: High Severity [Type],0.932238173,Normal,Iteration and Timestep,0.466119086,NA,NA
2090,Mojave Basin and Range,Drought: High Severity [Type],0.517183078,Normal,Iteration and Timestep,0.258591539,NA,NA
2090,Klamath Mountains,Drought: High Severity [Type],1.515654486,Normal,Iteration and Timestep,0.757827243,NA,NA
2090,Northern Basin and Range,Drought: High Severity [Type],0.161901259,Normal,Iteration and Timestep,0.08095063,NA,NA
2090,Sonoran Basin and Range,Drought: High Severity [Type],0.336096323,Normal,Iteration and Timestep,0.168048162,NA,NA
2091,Coast Range,Drought: High Severity [Type],24.84749896,Normal,Iteration and Timestep,12.42374948,NA,NA
2091,Cascades,Drought: High Severity [Type],10.38440931,Normal,Iteration and Timestep,5.192204656,NA,NA
2091,Sierra Nevada,Drought: High Severity [Type],161.8244017,Normal,Iteration and Timestep,80.91220086,NA,NA
2091,California Chaparral and Oak Woodlands,Drought: High Severity [Type],79.26608043,Normal,Iteration and Timestep,39.63304021,NA,NA
2091,Central California Valley,Drought: High Severity [Type],1.284836022,Normal,Iteration and Timestep,0.642418011,NA,NA
2091,Southern California Mountains,Drought: High Severity [Type],12.32353628,Normal,Iteration and Timestep,6.161768138,NA,NA
2091,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],44.95990151,Normal,Iteration and Timestep,22.47995075,NA,NA
2091,Central Basin and Range,Drought: High Severity [Type],12.92492297,Normal,Iteration and Timestep,6.462461486,NA,NA
2091,Mojave Basin and Range,Drought: High Severity [Type],7.560572991,Normal,Iteration and Timestep,3.780286496,NA,NA
2091,Klamath Mountains,Drought: High Severity [Type],43.58252378,Normal,Iteration and Timestep,21.79126189,NA,NA
2091,Northern Basin and Range,Drought: High Severity [Type],9.365495674,Normal,Iteration and Timestep,4.682747837,NA,NA
2091,Sonoran Basin and Range,Drought: High Severity [Type],1.354108325,Normal,Iteration and Timestep,0.677054163,NA,NA
2092,Coast Range,Drought: High Severity [Type],41.46586834,Normal,Iteration and Timestep,20.73293417,NA,NA
2092,Cascades,Drought: High Severity [Type],14.29567792,Normal,Iteration and Timestep,7.14783896,NA,NA
2092,Sierra Nevada,Drought: High Severity [Type],553.0235073,Normal,Iteration and Timestep,276.5117537,NA,NA
2092,California Chaparral and Oak Woodlands,Drought: High Severity [Type],165.6111528,Normal,Iteration and Timestep,82.80557638,NA,NA
2092,Central California Valley,Drought: High Severity [Type],3.020234535,Normal,Iteration and Timestep,1.510117267,NA,NA
2092,Southern California Mountains,Drought: High Severity [Type],26.67839003,Normal,Iteration and Timestep,13.33919501,NA,NA
2092,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],130.4944627,Normal,Iteration and Timestep,65.24723133,NA,NA
2092,Central Basin and Range,Drought: High Severity [Type],25.15597538,Normal,Iteration and Timestep,12.57798769,NA,NA
2092,Mojave Basin and Range,Drought: High Severity [Type],15.43644689,Normal,Iteration and Timestep,7.718223447,NA,NA
2092,Klamath Mountains,Drought: High Severity [Type],76.71243859,Normal,Iteration and Timestep,38.35621929,NA,NA
2092,Northern Basin and Range,Drought: High Severity [Type],26.64232131,Normal,Iteration and Timestep,13.32116065,NA,NA
2092,Sonoran Basin and Range,Drought: High Severity [Type],1.424774898,Normal,Iteration and Timestep,0.712387449,NA,NA
2093,Coast Range,Drought: High Severity [Type],25.7616134,Normal,Iteration and Timestep,12.8808067,NA,NA
2093,Cascades,Drought: High Severity [Type],2.336405592,Normal,Iteration and Timestep,1.168202796,NA,NA
2093,Sierra Nevada,Drought: High Severity [Type],275.6918535,Normal,Iteration and Timestep,137.8459268,NA,NA
2093,California Chaparral and Oak Woodlands,Drought: High Severity [Type],296.4614091,Normal,Iteration and Timestep,148.2307045,NA,NA
2093,Central California Valley,Drought: High Severity [Type],3.768977717,Normal,Iteration and Timestep,1.884488859,NA,NA
2093,Southern California Mountains,Drought: High Severity [Type],67.84961163,Normal,Iteration and Timestep,33.92480582,NA,NA
2093,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],65.55701384,Normal,Iteration and Timestep,32.77850692,NA,NA
2093,Central Basin and Range,Drought: High Severity [Type],20.78107855,Normal,Iteration and Timestep,10.39053927,NA,NA
2093,Mojave Basin and Range,Drought: High Severity [Type],59.75087817,Normal,Iteration and Timestep,29.87543908,NA,NA
2093,Klamath Mountains,Drought: High Severity [Type],27.36568291,Normal,Iteration and Timestep,13.68284145,NA,NA
2093,Northern Basin and Range,Drought: High Severity [Type],14.30816001,Normal,Iteration and Timestep,7.154080007,NA,NA
2093,Sonoran Basin and Range,Drought: High Severity [Type],2.58054788,Normal,Iteration and Timestep,1.29027394,NA,NA
2094,Coast Range,Drought: High Severity [Type],45.21334379,Normal,Iteration and Timestep,22.60667189,NA,NA
2094,Cascades,Drought: High Severity [Type],5.164140769,Normal,Iteration and Timestep,2.582070384,NA,NA
2094,Sierra Nevada,Drought: High Severity [Type],330.5748916,Normal,Iteration and Timestep,165.2874458,NA,NA
2094,California Chaparral and Oak Woodlands,Drought: High Severity [Type],513.4828444,Normal,Iteration and Timestep,256.7414222,NA,NA
2094,Central California Valley,Drought: High Severity [Type],5.158964209,Normal,Iteration and Timestep,2.579482104,NA,NA
2094,Southern California Mountains,Drought: High Severity [Type],132.6875761,Normal,Iteration and Timestep,66.34378804,NA,NA
2094,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],130.8317587,Normal,Iteration and Timestep,65.41587936,NA,NA
2094,Central Basin and Range,Drought: High Severity [Type],53.24391931,Normal,Iteration and Timestep,26.62195966,NA,NA
2094,Mojave Basin and Range,Drought: High Severity [Type],104.4762745,Normal,Iteration and Timestep,52.23813724,NA,NA
2094,Klamath Mountains,Drought: High Severity [Type],47.16268769,Normal,Iteration and Timestep,23.58134385,NA,NA
2094,Northern Basin and Range,Drought: High Severity [Type],22.07380525,Normal,Iteration and Timestep,11.03690263,NA,NA
2094,Sonoran Basin and Range,Drought: High Severity [Type],3.961935757,Normal,Iteration and Timestep,1.980967879,NA,NA
2095,Coast Range,Drought: High Severity [Type],39.24711106,Normal,Iteration and Timestep,19.62355553,NA,NA
2095,Cascades,Drought: High Severity [Type],5.889217383,Normal,Iteration and Timestep,2.944608692,NA,NA
2095,Sierra Nevada,Drought: High Severity [Type],393.3133951,Normal,Iteration and Timestep,196.6566975,NA,NA
2095,California Chaparral and Oak Woodlands,Drought: High Severity [Type],586.6640551,Normal,Iteration and Timestep,293.3320275,NA,NA
2095,Central California Valley,Drought: High Severity [Type],5.585258156,Normal,Iteration and Timestep,2.792629078,NA,NA
2095,Southern California Mountains,Drought: High Severity [Type],210.3059819,Normal,Iteration and Timestep,105.152991,NA,NA
2095,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],185.0838745,Normal,Iteration and Timestep,92.54193727,NA,NA
2095,Central Basin and Range,Drought: High Severity [Type],146.5839225,Normal,Iteration and Timestep,73.29196124,NA,NA
2095,Mojave Basin and Range,Drought: High Severity [Type],140.1450269,Normal,Iteration and Timestep,70.07251346,NA,NA
2095,Klamath Mountains,Drought: High Severity [Type],51.01605463,Normal,Iteration and Timestep,25.50802732,NA,NA
2095,Northern Basin and Range,Drought: High Severity [Type],26.64046015,Normal,Iteration and Timestep,13.32023008,NA,NA
2095,Sonoran Basin and Range,Drought: High Severity [Type],3.457925883,Normal,Iteration and Timestep,1.728962941,NA,NA
2096,Coast Range,Drought: High Severity [Type],35.76272606,Normal,Iteration and Timestep,17.88136303,NA,NA
2096,Cascades,Drought: High Severity [Type],6.079438435,Normal,Iteration and Timestep,3.039719217,NA,NA
2096,Sierra Nevada,Drought: High Severity [Type],341.1575851,Normal,Iteration and Timestep,170.5787926,NA,NA
2096,California Chaparral and Oak Woodlands,Drought: High Severity [Type],437.6297973,Normal,Iteration and Timestep,218.8148987,NA,NA
2096,Central California Valley,Drought: High Severity [Type],4.463563323,Normal,Iteration and Timestep,2.231781661,NA,NA
2096,Southern California Mountains,Drought: High Severity [Type],106.2563079,Normal,Iteration and Timestep,53.12815397,NA,NA
2096,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],82.9240527,Normal,Iteration and Timestep,41.46202635,NA,NA
2096,Central Basin and Range,Drought: High Severity [Type],193.5425013,Normal,Iteration and Timestep,96.77125065,NA,NA
2096,Mojave Basin and Range,Drought: High Severity [Type],121.8570007,Normal,Iteration and Timestep,60.92850035,NA,NA
2096,Klamath Mountains,Drought: High Severity [Type],53.17997752,Normal,Iteration and Timestep,26.58998876,NA,NA
2096,Northern Basin and Range,Drought: High Severity [Type],22.17716831,Normal,Iteration and Timestep,11.08858416,NA,NA
2096,Sonoran Basin and Range,Drought: High Severity [Type],1.959440959,Normal,Iteration and Timestep,0.979720479,NA,NA
2097,Coast Range,Drought: High Severity [Type],8.048580021,Normal,Iteration and Timestep,4.02429001,NA,NA
2097,Cascades,Drought: High Severity [Type],1.550406846,Normal,Iteration and Timestep,0.775203423,NA,NA
2097,Sierra Nevada,Drought: High Severity [Type],100.1650426,Normal,Iteration and Timestep,50.08252131,NA,NA
2097,California Chaparral and Oak Woodlands,Drought: High Severity [Type],80.39773703,Normal,Iteration and Timestep,40.19886852,NA,NA
2097,Central California Valley,Drought: High Severity [Type],0.737993024,Normal,Iteration and Timestep,0.368996512,NA,NA
2097,Southern California Mountains,Drought: High Severity [Type],19.96782937,Normal,Iteration and Timestep,9.983914683,NA,NA
2097,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],19.64384983,Normal,Iteration and Timestep,9.821924915,NA,NA
2097,Central Basin and Range,Drought: High Severity [Type],54.5723122,Normal,Iteration and Timestep,27.2861561,NA,NA
2097,Mojave Basin and Range,Drought: High Severity [Type],30.73033884,Normal,Iteration and Timestep,15.36516942,NA,NA
2097,Klamath Mountains,Drought: High Severity [Type],11.44629941,Normal,Iteration and Timestep,5.723149707,NA,NA
2097,Northern Basin and Range,Drought: High Severity [Type],2.588340872,Normal,Iteration and Timestep,1.294170436,NA,NA
2097,Sonoran Basin and Range,Drought: High Severity [Type],0.098907672,Normal,Iteration and Timestep,0.049453836,NA,NA
2098,Coast Range,Drought: High Severity [Type],15.91738429,Normal,Iteration and Timestep,7.958692146,NA,NA
2098,Cascades,Drought: High Severity [Type],3.925606929,Normal,Iteration and Timestep,1.962803465,NA,NA
2098,Sierra Nevada,Drought: High Severity [Type],104.2067556,Normal,Iteration and Timestep,52.10337782,NA,NA
2098,California Chaparral and Oak Woodlands,Drought: High Severity [Type],141.3613054,Normal,Iteration and Timestep,70.6806527,NA,NA
2098,Central California Valley,Drought: High Severity [Type],1.087674779,Normal,Iteration and Timestep,0.54383739,NA,NA
2098,Southern California Mountains,Drought: High Severity [Type],73.41589884,Normal,Iteration and Timestep,36.70794942,NA,NA
2098,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],17.4680918,Normal,Iteration and Timestep,8.734045901,NA,NA
2098,Central Basin and Range,Drought: High Severity [Type],54.4395687,Normal,Iteration and Timestep,27.21978435,NA,NA
2098,Mojave Basin and Range,Drought: High Severity [Type],59.96375522,Normal,Iteration and Timestep,29.98187761,NA,NA
2098,Klamath Mountains,Drought: High Severity [Type],22.84367005,Normal,Iteration and Timestep,11.42183503,NA,NA
2098,Northern Basin and Range,Drought: High Severity [Type],1.271958592,Normal,Iteration and Timestep,0.635979296,NA,NA
2098,Sonoran Basin and Range,Drought: High Severity [Type],0.729405272,Normal,Iteration and Timestep,0.364702636,NA,NA
2099,Coast Range,Drought: High Severity [Type],25.59389639,Normal,Iteration and Timestep,12.79694819,NA,NA
2099,Cascades,Drought: High Severity [Type],2.30362661,Normal,Iteration and Timestep,1.151813305,NA,NA
2099,Sierra Nevada,Drought: High Severity [Type],132.2509818,Normal,Iteration and Timestep,66.1254909,NA,NA
2099,California Chaparral and Oak Woodlands,Drought: High Severity [Type],47.34260714,Normal,Iteration and Timestep,23.67130357,NA,NA
2099,Central California Valley,Drought: High Severity [Type],0.579087192,Normal,Iteration and Timestep,0.289543596,NA,NA
2099,Southern California Mountains,Drought: High Severity [Type],36.13538926,Normal,Iteration and Timestep,18.06769463,NA,NA
2099,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],39.31915771,Normal,Iteration and Timestep,19.65957885,NA,NA
2099,Central Basin and Range,Drought: High Severity [Type],34.76975888,Normal,Iteration and Timestep,17.38487944,NA,NA
2099,Mojave Basin and Range,Drought: High Severity [Type],54.20884416,Normal,Iteration and Timestep,27.10442208,NA,NA
2099,Klamath Mountains,Drought: High Severity [Type],47.84720892,Normal,Iteration and Timestep,23.92360446,NA,NA
2099,Northern Basin and Range,Drought: High Severity [Type],4.519300711,Normal,Iteration and Timestep,2.2596503550000002,NA,NA
2099,Sonoran Basin and Range,Drought: High Severity [Type],0.642868587,Normal,Iteration and Timestep,0.321434294,NA,NA
2100,Coast Range,Drought: High Severity [Type],59.23267321,Normal,Iteration and Timestep,29.61633661,NA,NA
2100,Cascades,Drought: High Severity [Type],1.586518229,Normal,Iteration and Timestep,0.793259114,NA,NA
2100,Sierra Nevada,Drought: High Severity [Type],318.4923733,Normal,Iteration and Timestep,159.2461866,NA,NA
2100,California Chaparral and Oak Woodlands,Drought: High Severity [Type],77.28884335,Normal,Iteration and Timestep,38.64442168,NA,NA
2100,Central California Valley,Drought: High Severity [Type],1.088648829,Normal,Iteration and Timestep,0.544324414,NA,NA
2100,Southern California Mountains,Drought: High Severity [Type],27.06404025,Normal,Iteration and Timestep,13.53202012,NA,NA
2100,Eastern Cascades Slopes and Foothills,Drought: High Severity [Type],41.02549731,Normal,Iteration and Timestep,20.51274865,NA,NA
2100,Central Basin and Range,Drought: High Severity [Type],50.68851047,Normal,Iteration and Timestep,25.34425523,NA,NA
2100,Mojave Basin and Range,Drought: High Severity [Type],24.48454843,Normal,Iteration and Timestep,12.24227422,NA,NA
2100,Klamath Mountains,Drought: High Severity [Type],110.6878938,Normal,Iteration and Timestep,55.34394689,NA,NA
2100,Northern Basin and Range,Drought: High Severity [Type],6.084140996,Normal,Iteration and Timestep,3.042070498,NA,NA
2100,Sonoran Basin and Range,Drought: High Severity [Type],1.605913871,Normal,Iteration and Timestep,0.802956935,NA,NA
2017,Coast Range,Drought: Medium Severity [Type],0.40296781,Normal,Iteration and Timestep,0.201483905,NA,NA
2017,Cascades,Drought: Medium Severity [Type],0.021812516,Normal,Iteration and Timestep,0.010906258,NA,NA
2017,Sierra Nevada,Drought: Medium Severity [Type],11.22268348,Normal,Iteration and Timestep,5.611341742,NA,NA
2017,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],3.047420238,Normal,Iteration and Timestep,1.523710119,NA,NA
2017,Central California Valley,Drought: Medium Severity [Type],0.012171386,Normal,Iteration and Timestep,0.006085693,NA,NA
2017,Southern California Mountains,Drought: Medium Severity [Type],3.012402641,Normal,Iteration and Timestep,1.50620132,NA,NA
2017,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],0.210071229,Normal,Iteration and Timestep,0.105035614,NA,NA
2017,Central Basin and Range,Drought: Medium Severity [Type],8.102915316,Normal,Iteration and Timestep,4.051457658,NA,NA
2017,Mojave Basin and Range,Drought: Medium Severity [Type],8.335413886,Normal,Iteration and Timestep,4.167706943,NA,NA
2017,Klamath Mountains,Drought: Medium Severity [Type],0.88879495100000006,Normal,Iteration and Timestep,0.444397475,NA,NA
2017,Northern Basin and Range,Drought: Medium Severity [Type],0.043178074,Normal,Iteration and Timestep,0.021589037,NA,NA
2017,Sonoran Basin and Range,Drought: Medium Severity [Type],0.079070397,Normal,Iteration and Timestep,0.039535198,NA,NA
2018,Coast Range,Drought: Medium Severity [Type],0.793424174,Normal,Iteration and Timestep,0.396712087,NA,NA
2018,Cascades,Drought: Medium Severity [Type],0.044606026,Normal,Iteration and Timestep,0.022303013,NA,NA
2018,Sierra Nevada,Drought: Medium Severity [Type],7.555453325,Normal,Iteration and Timestep,3.777726663,NA,NA
2018,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],5.380701686,Normal,Iteration and Timestep,2.690350843,NA,NA
2018,Central California Valley,Drought: Medium Severity [Type],0.020671022,Normal,Iteration and Timestep,0.010335511,NA,NA
2018,Southern California Mountains,Drought: Medium Severity [Type],4.316469567,Normal,Iteration and Timestep,2.158234783,NA,NA
2018,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],0.363260902,Normal,Iteration and Timestep,0.181630451,NA,NA
2018,Central Basin and Range,Drought: Medium Severity [Type],4.320954512,Normal,Iteration and Timestep,2.160477256,NA,NA
2018,Mojave Basin and Range,Drought: Medium Severity [Type],4.541895603,Normal,Iteration and Timestep,2.270947802,NA,NA
2018,Klamath Mountains,Drought: Medium Severity [Type],1.34439593,Normal,Iteration and Timestep,0.672197965,NA,NA
2018,Northern Basin and Range,Drought: Medium Severity [Type],0.121779355,Normal,Iteration and Timestep,0.060889678,NA,NA
2018,Sonoran Basin and Range,Drought: Medium Severity [Type],0.107133387,Normal,Iteration and Timestep,0.053566693,NA,NA
2019,Coast Range,Drought: Medium Severity [Type],2.07022243,Normal,Iteration and Timestep,1.035111215,NA,NA
2019,Cascades,Drought: Medium Severity [Type],0.239170672,Normal,Iteration and Timestep,0.119585336,NA,NA
2019,Sierra Nevada,Drought: Medium Severity [Type],5.640467656,Normal,Iteration and Timestep,2.820233828,NA,NA
2019,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],4.854658909,Normal,Iteration and Timestep,2.427329454,NA,NA
2019,Central California Valley,Drought: Medium Severity [Type],0.029720888,Normal,Iteration and Timestep,0.014860444,NA,NA
2019,Southern California Mountains,Drought: Medium Severity [Type],3.638543628,Normal,Iteration and Timestep,1.819271814,NA,NA
2019,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],1.554971522,Normal,Iteration and Timestep,0.777485761,NA,NA
2019,Central Basin and Range,Drought: Medium Severity [Type],1.029874047,Normal,Iteration and Timestep,0.514937024,NA,NA
2019,Mojave Basin and Range,Drought: Medium Severity [Type],2.492352605,Normal,Iteration and Timestep,1.246176303,NA,NA
2019,Klamath Mountains,Drought: Medium Severity [Type],5.823862485,Normal,Iteration and Timestep,2.911931243,NA,NA
2019,Northern Basin and Range,Drought: Medium Severity [Type],0.179667617,Normal,Iteration and Timestep,0.089833808,NA,NA
2019,Sonoran Basin and Range,Drought: Medium Severity [Type],0.098201485,Normal,Iteration and Timestep,0.049100743,NA,NA
2020,Coast Range,Drought: Medium Severity [Type],8.231169709,Normal,Iteration and Timestep,4.115584854,NA,NA
2020,Cascades,Drought: Medium Severity [Type],2.130728026,Normal,Iteration and Timestep,1.065364013,NA,NA
2020,Sierra Nevada,Drought: Medium Severity [Type],23.09869895,Normal,Iteration and Timestep,11.54934947,NA,NA
2020,California Chaparral and Oak Woodlands,Drought: Medium Severity [Type],27.86913197,Normal,Iteration and Timestep,13.93456598,NA,NA
2020,Central California Valley,Drought: Medium Severity [Type],0.1756901,Normal,Iteration and Timestep,0.08784505,NA,NA
2020,Southern California Mountains,Drought: Medium Severity [Type],15.13191447,Normal,Iteration and Timestep,7.565957234,NA,NA
2020,Eastern Cascades Slopes and Foothills,Drought: Medium Severity [Type],9.067074602,Normal,Iteration and Timestep,4.533537301,NA,NA
2020,Central Basin and Range,Drought: Medium Severity [Type],2.742950152,Normal,Iteration and Timestep,1.371475076,NA,NA
2020,Mojave Basin and Range,Drought: Medium Severity [Type],6.193565915,Normal,Iteration and Timestep,3.096782957,NA,NA
2020,Klamath Mountains,Drought: Medium Severity [Type],21.86554146,Normal,Iteration and Timestep,10.93277073,NA,NA
2020,Northern Basin and Range,Drought: Medium Severity [Type],0.842625226,Normal,Iteration and Timestep,0.421312613,NA,NA
